"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Physical.Processor","Clock.Speed","Memory","Storage","Network.Performance","Processor.Architecture","Storage.Media","Volume.Type","Min.Volume.Size","Max.Volume.Size","Engine.Code","Database.Engine","Database.Edition","License.Model","Deployment.Option","Group","Group.Description","Transfer.Type","From.Location","From.Location.Type","To.Location","To.Location.Type","usageType","operation","Dedicated.EBS.Throughput","Enhanced.Networking.Supported","Processor.Features","Region","Endpoint","Protocol"
"195","Asia Pacific (Singapore)","YHBS3MCASPJNX47P","HU7G6KETJZ","YHBS3MCASPJNX47P.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1078,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m1.large","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"196","Asia Pacific (Singapore)","HDBEDSZAAHP653WE","HU7G6KETJZ","HDBEDSZAAHP653WE.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.233,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"197","Asia Pacific (Singapore)","D2C34Q56ZNW94BGD","HU7G6KETJZ","D2C34Q56ZNW94BGD.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",1.69,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"198","Asia Pacific (Singapore)","AQQDD5ETAXJNJYCJ","HU7G6KETJZ","AQQDD5ETAXJNJYCJ.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",493,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m2.xlarge","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"199","Asia Pacific (Singapore)","TE72NQD5VW5EF983","HU7G6KETJZ","TE72NQD5VW5EF983.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.large instance-hours used this month","2015-10-31",0,Inf,"hrs",0.213,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"200","Asia Pacific (Singapore)","KSW63QG9NPP6PVD3","HU7G6KETJZ","KSW63QG9NPP6PVD3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.11,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.large","Yes","Memory optimized",2,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","15.25 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.r3.large","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"201","Asia Pacific (Singapore)","K46Y4B2V8W6PRKKH","HU7G6KETJZ","K46Y4B2V8W6PRKKH.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",539,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m1.large","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"202","Asia Pacific (Singapore)","PNZ3EFC334WMPU49","HU7G6KETJZ","PNZ3EFC334WMPU49.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.large instance-hours used this month","2015-05-31",0,Inf,"Hrs",0.192,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.large","Yes","General purpose",2,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m3.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"203","Asia Pacific (Singapore)","EJCVQTA8PG3SKYAG","HU7G6KETJZ","EJCVQTA8PG3SKYAG.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.218,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.xlarge","No","General purpose",4,"Intel Xeon Family","","15 GiB","4 x 420","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m1.xlarge","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"204","Asia Pacific (Singapore)","HDBEDSZAAHP653WE","HU7G6KETJZ","HDBEDSZAAHP653WE.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",985,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"205","Asia Pacific (Singapore)","M8PVWVFCATDXB4B8","HU7G6KETJZ","M8PVWVFCATDXB4B8.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",7848,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"206","Asia Pacific (Singapore)","RHYDNPCF9QE7S4TV","HU7G6KETJZ","RHYDNPCF9QE7S4TV.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",79,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.micro","Yes","General purpose",1,"Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.t2.micro","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"207","Asia Pacific (Singapore)","PMS4XNKGH4UK6C6E","HU7G6KETJZ","PMS4XNKGH4UK6C6E.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",3.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"208","Asia Pacific (Singapore)","YZTGKJQ7MK6SMDN7","HU7G6KETJZ","YZTGKJQ7MK6SMDN7.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.4xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.845,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.4xlarge","Yes","Memory optimized",16,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.r3.4xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"209","Asia Pacific (Singapore)","QBVHMZFQJTHJ3V86","HU7G6KETJZ","QBVHMZFQJTHJ3V86.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.medium instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.11,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.medium","No","General purpose",1,"Intel Xeon Family","","3.75 GiB","1 x 410","Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m1.medium","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"210","Asia Pacific (Singapore)","AQQDD5ETAXJNJYCJ","HU7G6KETJZ","AQQDD5ETAXJNJYCJ.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.116,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.m2.xlarge","CreateDBInstance:0014","","","","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"211","Asia Pacific (Singapore)","VPSKAK6Q54VR99MY","HU7G6KETJZ","VPSKAK6Q54VR99MY.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",316,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.medium","Yes","General purpose",2,"Intel Xeon Family","Up to 3.3 GHz","4 GiB","EBS Only","Low to Moderate","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS1-InstanceUsage:db.t2.medium","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"212","Asia Pacific (Singapore)","M8PVWVFCATDXB4B8","HU7G6KETJZ","M8PVWVFCATDXB4B8.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.4xlarge instance-hours used this month","2015-10-31",0,Inf,"hrs",1.702,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.4xlarge","Yes","General purpose",16,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m4.4xlarge","CreateDBInstance:0014","2000 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"213","Asia Pacific (Singapore)","BPH25UHU48RUYN86","HU7G6KETJZ","BPH25UHU48RUYN86.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1962,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"214","Asia Pacific (Singapore)","BJFCY7GB9W6RJEYR","HU7G6KETJZ","BJFCY7GB9W6RJEYR.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",3922,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.2xlarge","Yes","General purpose",8,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m3.2xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"215","Asia Pacific (Singapore)","77XHFQW9RY5KBBH4","HU7G6KETJZ","77XHFQW9RY5KBBH4.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",1264,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t2.large","Yes","General purpose",2,"Intel Xeon Family","Up to 3.0 GHz","8 GiB","EBS Only","Low to Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.t2.large","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"216","Asia Pacific (Singapore)","5BRDY9B4WJV9JDBG","HU7G6KETJZ","5BRDY9B4WJV9JDBG.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m3.xlarge instance-hours used this month","2015-07-31",0,Inf,"Hrs",0.382,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m3.xlarge","Yes","General purpose",4,"Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","15 GiB","2 x 40 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS1-Multi-AZUsage:db.m3.xlarge","CreateDBInstance:0014","","","Intel AVX; Intel Turbo","ap-southeast-1","ec2.ap-southeast-1.amazonaws.com","HTTP and HTTPS"
"217","Asia Pacific (Sydney)","QPF8ACX6KSRC9MDW","HU7G6KETJZ","QPF8ACX6KSRC9MDW.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",24864,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"218","Asia Pacific (Sydney)","SC2QU9F9SZG89V6U","HU7G6KETJZ","SC2QU9F9SZG89V6U.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",937,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS2-InstanceUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"219","Asia Pacific (Sydney)","JPCRGAYZBS4EB646","HU7G6KETJZ","JPCRGAYZBS4EB646.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",1970,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.4xlarge","No","Memory optimized",8,"Intel Xeon Family","","68.4 GiB","2 x 840","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS2-InstanceUsage:db.m2.4xlarge","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"220","Asia Pacific (Sydney)","6Q4RA95QGK94B7FQ","HU7G6KETJZ","6Q4RA95QGK94B7FQ.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m1.large instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.108,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m1.large","No","General purpose",2,"Intel Xeon Family","","7.5 GiB","2 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS2-InstanceUsage:db.m1.large","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"221","Asia Pacific (Sydney)","23PPHQVUM558GC73","HU7G6KETJZ","23PPHQVUM558GC73.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.466,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.2xlarge","No","Memory optimized",4,"Intel Xeon Family","","34.2 GiB","1 x 850","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.m2.2xlarge","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"222","Asia Pacific (Sydney)","TEUB6M2SA25RK6GR","HU7G6KETJZ","TEUB6M2SA25RK6GR.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.2xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.425,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.2xlarge","Yes","Memory optimized",8,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS2-InstanceUsage:db.r3.2xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"223","Asia Pacific (Sydney)","9DF29VRY2FZHDRV7","HU7G6KETJZ","9DF29VRY2FZHDRV7.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",NA,NA,"Quantity",469,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.large","Yes","General purpose",2,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS Only","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Single-AZ","","","","","","","","APS2-InstanceUsage:db.m4.large","CreateDBInstance:0014","450 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"224","Asia Pacific (Sydney)","R5UP6KWWGUUKNJU4","HU7G6KETJZ","R5UP6KWWGUUKNJU4.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m4.xlarge instance-hours used this month","2016-10-31",0,Inf,"hrs",0.407,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m4.xlarge","Yes","General purpose",4,"Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","16 GiB","EBS Only","High","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.m4.xlarge","CreateDBInstance:0014","750 Mbps","Yes","Intel AVX; Intel AVX2; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"225","Asia Pacific (Sydney)","QPF8ACX6KSRC9MDW","HU7G6KETJZ","QPF8ACX6KSRC9MDW.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.r3.8xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",3.38,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.r3.8xlarge","Yes","Memory optimized",32,"Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","2 x 320 SSD","10 Gigabit","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.r3.8xlarge","CreateDBInstance:0014","","Yes","Intel AVX; Intel Turbo","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"226","Asia Pacific (Sydney)","ADFVGMNJ33SFFN3A","HU7G6KETJZ","ADFVGMNJ33SFFN3A.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-09-30",NA,NA,"Quantity",986,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.m2.xlarge","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"227","Asia Pacific (Sydney)","SHCQQ2DCGBFQECJ3","HU7G6KETJZ","SHCQQ2DCGBFQECJ3.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.t1.micro instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.026,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.t1.micro","No","Micro instances",1,"Variable","","0.613 GiB","EBS Only","Very Low","32-bit or 64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.t1.micro","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
"228","Asia Pacific (Sydney)","ADFVGMNJ33SFFN3A","HU7G6KETJZ","ADFVGMNJ33SFFN3A.HU7G6KETJZ.6YS6EN2CT7","Reserved","PostgreSQL, db.m2.xlarge instance-hours used this month","2015-09-30",0,Inf,"Hrs",0.232,"USD","","1yr","Partial Upfront","standard","Database Instance","AmazonRDS","AWS Region","db.m2.xlarge","No","Memory optimized",2,"Intel Xeon Family","","17.1 GiB","1 x 420","Moderate","64-bit","","","","",14,"PostgreSQL","","No license required","Multi-AZ","","","","","","","","APS2-Multi-AZUsage:db.m2.xlarge","CreateDBInstance:0014","","","","ap-southeast-2","ec2.ap-southeast-2.amazonaws.com","HTTP and HTTPS"
